"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Amount (Out)","Token (Out)","Amount (In)","Token (In)","Swapped Rate","Swapped Pair","DEX"
"0x3e88e3f4db0c7bfd11c470e14accfc9266b2dabd07358ee250babd5a43654bb0","1614558333",2021-03-01 00:25:33,Buy,238.986024907421, DAI, 263.851437854068, HOPR,0.90575980,DAI per HOPR,Uniswap v2
"0x31f4acada01f4d040364d7ba2c44004ff5be0fd9b087d737fbdd7d0e6d583e9d","1614558335",2021-03-01 00:25:35,Buy,23132.7359938584, DAI, 25505.2700018332, HOPR,0.90697868,DAI per HOPR,Uniswap v2
"0x1af7a98454927c1253b01dd24eaeea17d2ff2201e1c8c5bd1a95284bd5c02570","1614558395",2021-03-01 00:26:35,Buy,1260.58, DAI, 1387.91247453389, HOPR,0.90825612,DAI per HOPR,Uniswap v2
"0xb1639357bb3651caa53820099f40c007c134511ab8cfc1afbfefa89c0fb9cbc1","1614558437",2021-03-01 00:27:17,Buy,2983.54588438711, DAI, 3284.11476140006, HOPR,0.90847796,DAI per HOPR,Uniswap v2
"0xeb299d62afb77d52957403cb817d4c4c4cb984cf353f26f2afdbf64e424143cf","1614558581",2021-03-01 00:29:41,Buy,990.250744, DAI, 1089.76120814412, HOPR,0.90868599,DAI per HOPR,Uniswap v2
"0x7555aac98fe4484e9afbbfe479c57b90f6d439bcf216a5b883e07e3b7f8a89bf","1614558737",2021-03-01 00:32:17,Buy,24690.5169298139, DAI, 27131.6135354057, HOPR,0.91002759,DAI per HOPR,Uniswap v2
"0x595811e436bcaa95c92b7833f6b1ce136ba68378e81a24afd3bcfaddec0dee4e","1614558805",2021-03-01 00:33:25,Buy,0.495625, ETH, 774.530367226506, HOPR,0.00063990,ETH per HOPR,Uniswap v2
"0x939c6eaf3510894cb599f615fa349410fc80651570dc6b9fa958ee6b30c73968","1614558847",2021-03-01 00:34:07,Buy,720.120144141792, DAI, 790.159315690086, HOPR,0.91136070,DAI per HOPR,Uniswap v2
"0x34aa5c7e7bf49beaeeed82147b1fae9d34a68fd6cee8af24ac5d7d64ece903a5","1614558955",2021-03-01 00:35:55,Buy,9938.52844178572, DAI, 10898.4846056153, HOPR,0.91191838,DAI per HOPR,Uniswap v2
"0xf155cf7aaa586261fb6c55fdf3d8e36fd72635702a69f723be6b990546fb896b","1614559079",2021-03-01 00:37:59,Buy,9129.17979536881, DAI, 10000, HOPR,0.91291798,DAI per HOPR,Uniswap v2
"0xbefcaf7a6a173cfc88bee610e1f518acebddeef840612f1150e5a158b5d47675","1614559086",2021-03-01 00:38:06,Buy,10300.0626349986, DAI, 11269.9931025766, HOPR,0.91393691,DAI per HOPR,Uniswap v2
"0x0e679a0c7302003d36252b1e30c52c52e81fac31d6ff8c5386ec66c9793f128c","1614559127",2021-03-01 00:38:47,Buy,2000, DAI, 2186.78882693526, HOPR,0.91458305,DAI per HOPR,Uniswap v2
"0xc2727a2f9e3d2f23ef48b75e69bbfdc82e599743c7eb80ba7f44e3542d604ae1","1614559148",2021-03-01 00:39:08,Buy,2492.82729066519, DAI, 2724.94098423665, HOPR,0.91481882,DAI per HOPR,Uniswap v2
"0x27b047ae87fba843aa2aeabdc05e1cf43bc831cbbed3193aca860b40a10b2d27","1614559192",2021-03-01 00:39:52,Buy,1830.09157983475, DAI, 2000, HOPR,0.91504579,DAI per HOPR,Uniswap v2
"0x31a1e84f0694ea9887f083352edc8be3d4381f6803bcf09b516c95ec6062928f","1614559354",2021-03-01 00:42:34,Buy,24939.5929454624, DAI, 27213.2812518192, HOPR,0.91644931,DAI per HOPR,Uniswap v2
"0x55108fab3e90b4bfccab4f4cd3e521e3c6020fa30517c96f5763ac4934e54082","1614559362",2021-03-01 00:42:42,Buy,115.233059880279, DAI, 125.557875484041, HOPR,0.91776847,DAI per HOPR,Uniswap v2
"0x77e313087ed46c45d559c60bee8e52112904169c9175d7466f5ca14fdb2e9d7c","1614559475",2021-03-01 00:44:35,Buy,687.110329872157, DAI, 748.640647041939, HOPR,0.91781061,DAI per HOPR,Uniswap v2
"0xc0a7c87692793d8e2e248126e9a548c103f194ef23ecc02b5a19b6d32fc4406f","1614559612",2021-03-01 00:46:52,Buy,300.244092341625, DAI, 327.112258432735, HOPR,0.91786255,DAI per HOPR,Uniswap v2
"0xa055215c9bcf54be905a92c582961552c31e76c691d762d696b2900f324179f3","1614559616",2021-03-01 00:46:56,Buy,2484.82850707332, DAI, 2706.75889667618, HOPR,0.91800881,DAI per HOPR,Uniswap v2
"0xf28956105f897e5b749b53574df120ed3bb4300b4e464209322518886ce1e173","1614559639",2021-03-01 00:47:19,Buy,2016.63774539578, DAI, 2196.1857057326, HOPR,0.91824555,DAI per HOPR,Uniswap v2
"0x3ae6c4d436b25d3fffcc00f4cf870c676661eb27ec8f7b0aa4c67790ef113c78","1614559666",2021-03-01 00:47:46,Buy,1440.6811140282, DAI, 1568.63906250182, HOPR,0.91842741,DAI per HOPR,Uniswap v2
"0x020f8268fad2c48c0eab5fea6622c06fe56c6713197d7bc4ee4bd0a18137dfca","1614559666",2021-03-01 00:47:46,Sell,500, HOPR, 0.319270882012462, ETH,0.00063854,ETH per HOPR,Uniswap v2
"0x015a34463d8a405e6a0509f430ec68e7c5395d6cee0743ced4fc0911a4657165","1614559677",2021-03-01 00:47:57,Buy,10083.0071733319, DAI, 10971.3245549514, HOPR,0.91903280,DAI per HOPR,Uniswap v2
"0x7ecf01f28d7ff30026ada90a39c72dd0792174fd628e2e414491c69ff1652e08","1614559761",2021-03-01 00:49:21,Buy,11806.1070330144, DAI, 12830.1511216792, HOPR,0.92018457,DAI per HOPR,Uniswap v2
"0x5862fe9fd8b4e7e505f7339ad9f7f927faa8ac271e2bfec383fe10e23c4d3074","1614559876",2021-03-01 00:51:16,Buy,0.1, ETH, 156.420416003353, HOPR,0.00063930,ETH per HOPR,Uniswap v2
"0x4cca95d5c042dfaa3e896e5ec417490a360f06dc4cd9e107ce9f5cb6910d94af","1614560183",2021-03-01 00:56:23,Buy,1841.80809751539, DAI, 2000, HOPR,0.92090405,DAI per HOPR,Uniswap v2
"0x6048de813f485fee1e992e35388a367bf377392926c2b06ad5a22c496a2bd96a","1614560210",2021-03-01 00:56:50,Buy,371.246594118712, DAI, 403.081697949801, HOPR,0.92102072,DAI per HOPR,Uniswap v2
"0x20e64c9373632296d701e89bc23fcd69988559813813d022c3a41c8cd40b7fde","1614560265",2021-03-01 00:57:45,Buy,483, DAI, 524.392561109959, HOPR,0.92106570,DAI per HOPR,Uniswap v2
"0x3e8398e82799152ab7160ca7827cf38d4ee2f52ee9a47fd0b6f1bb07c0ca4de4","1614560581",2021-03-01 01:03:01,Buy,2800, DAI, 3039.38690752315, HOPR,0.92123842,DAI per HOPR,Uniswap v2
"0xba66f72dd2629a55c478362fcf078ba6bdab4e70225ef2525a9d47726c9932c2","1614560600",2021-03-01 01:03:20,Sell,16152.4, HOPR, 14780.9160649078, DAI,0.91509101,DAI per HOPR,Uniswap v2
"0x6af3993e41ef91db631e57d08983fcd636d7d2580ae38226a35dc95679ce93c6","1614560703",2021-03-01 01:05:03,Buy,1148.49197080775, DAI, 1248.51654154524, HOPR,0.91988527,DAI per HOPR,Uniswap v2
"0x10760b885ff9e770c2ea134bb24d006656a4b0a14ae5bf43ec7ac19a2591eb24","1614560712",2021-03-01 01:05:12,Sell,2492, HOPR, 2278.4730404779, DAI,0.91431502,DAI per HOPR,Uniswap v2
"0x83af388c565ed89065fbcb70bfaa3f0fbca028d38f3869b7dd50aa9f5b230908","1614560839",2021-03-01 01:07:19,Sell,19245.1606658332, HOPR, 17576.1136393554, DAI,0.91327446,DAI per HOPR,Uniswap v2
"0xb4bb4ce9c0bff729b15ab88e952c23adaea0332eaec04a3014f64108b28a56df","1614561035",2021-03-01 01:10:35,Buy,1058.35532081201, DAI, 1153.01033928199, HOPR,0.91790618,DAI per HOPR,Uniswap v2
"0xd37ebfb5e44f1144a2f5da7f00cbd20eb8c3798333f72dfe0fc9c06332ae9ff5","1614561035",2021-03-01 01:10:35,Sell,134.043853956143, HOPR, 0.0852088589333787, ETH,0.00063568,ETH per HOPR,Uniswap v2
"0x1bc576c083606a37446722720777c7d99b5502d9e03f1930aca61467f5035956","1614561133",2021-03-01 01:12:13,Sell,11679.9, HOPR, 10650.9582277399, DAI,0.91190492,DAI per HOPR,Uniswap v2
"0xc5a536004c40ac9fd4545b349cf4fc911b8bb1e4f0a0151fcb630526ca9f8ef9","1614561146",2021-03-01 01:12:26,Buy,337.752866475344, DAI, 368.381345755734, HOPR,0.91685660,DAI per HOPR,Uniswap v2
"0x1d2316275521b7349763f66ae0ddd08770b4e0adfc5df8e8fb6b3c60a3a0c7c4","1614561249",2021-03-01 01:14:09,Buy,1085.1473514, DAI, 1183.45545085813, HOPR,0.91693131,DAI per HOPR,Uniswap v2
"0x94b2d65ae42eddc4d75f2a20bca888eb3ef7f1eda6b465596bbb9369733518ad","1614561249",2021-03-01 01:14:09,Buy,0.321400526844142, ETH, 500, HOPR,0.00064280,ETH per HOPR,Uniswap v2
"0x3f26f08135bd21cf4f0884aae1dffabd409973ab66822e0ed03f7374447d53bb","1614561438",2021-03-01 01:17:18,Buy,1985.207, DAI, 2164.67458051751, HOPR,0.91709258,DAI per HOPR,Uniswap v2
"0x7e1e78b891e997a5895e1a6e59e92fddab4f7f591a36554368c575e1ff1ee20d","1614561501",2021-03-01 01:18:21,Buy,1146.78370252121, DAI, 1250.23127189411, HOPR,0.91725725,DAI per HOPR,Uniswap v2
"0x9fbccc21d7b2a119593cd07511f0ee62ea0b4b6ea7e50e03726023638855c5d7","1614561509",2021-03-01 01:18:29,Sell,31804, HOPR, 28951.4082535258, DAI,0.91030714,DAI per HOPR,Uniswap v2
"0xf48a3c45523349b4d1bd776d14e1dc8b715e43279a88bc50a89931d414981c96","1614561745",2021-03-01 01:22:25,Sell,2724.94098423665, HOPR, 2476.04744881728, DAI,0.90866094,DAI per HOPR,Uniswap v2
"0x4af15c8b460feda56a1f02bbfc31d23ca8b53a7b706618fd87f23f77feea4f3f","1614561830",2021-03-01 01:23:50,Sell,4620.9, HOPR, 4197.21901624713, DAI,0.90831202,DAI per HOPR,Uniswap v2
"0x6ab73ee62c1f91ed67a879c0b32512a9f751582e97763af34eb24c1006a1966b","1614561927",2021-03-01 01:25:27,Buy,4876.14674764685, DAI, 5335.99916272256, HOPR,0.91382075,DAI per HOPR,Uniswap v2
"0xdce1d44c6b8d026d116c5fb8f7e8cbb8d3935bbc9f1af3f4eec4d71c6fd63401","1614562418",2021-03-01 01:33:38,Sell,2023.67035576223, HOPR, 1838.51403994594, DAI,0.90850471,DAI per HOPR,Uniswap v2
"0x2434539bb41b5c8d8226f08c028a7ad62ed7286be50e7107310f7e40c9121c55","1614562487",2021-03-01 01:34:47,Buy,1636.901074, DAI, 1790.98052523393, HOPR,0.91396922,DAI per HOPR,Uniswap v2
"0x718cf5f5f69d37938c886176ceda8b59b9b52e0d4cddc6e0743312fe7b015ee7","1614562664",2021-03-01 01:37:44,Buy,205.18875, DAI, 224.479145422737, HOPR,0.91406598,DAI per HOPR,Uniswap v2
"0xbfcc79224756937930ac62429a42d7f087d9280dac447b744b0c8002a308ee91","1614562917",2021-03-01 01:41:57,Sell,10251.6083755433, HOPR, 9309.63197167391, DAI,0.90811428,DAI per HOPR,Uniswap v2
"0x6c99d3f516e2651ff2aaf5bb859ffb2f53023d9a8c686c6d74bdab1aeb0709ae","1614563067",2021-03-01 01:44:27,Buy,0.196, ETH, 301.496753442105, HOPR,0.00065009,ETH per HOPR,Uniswap v2
"0x86e02f78dd30e794336c9133f6495d7c0a1ce23d978eacba96d501beeef61908","1614563351",2021-03-01 01:49:11,Sell,1580.80304120409, HOPR, 1.00353517533583, ETH,0.00063483,ETH per HOPR,Uniswap v2
"0x1627efe0232a71d763e5ab3d90332bf4192455046467787cd0f290db4f1aade0","1614563887",2021-03-01 01:58:07,Buy,0.07, ETH, 111.879321535349, HOPR,0.00062567,ETH per HOPR,Uniswap v2
"0xd1363befac7abd36a09f1e4d4dfc551325c5bce0666a4b4dda908cbef092cd6b","1614563921",2021-03-01 01:58:41,Buy,7994.22553802731, DAI, 8751.05365253146, HOPR,0.91351577,DAI per HOPR,Uniswap v2
"0x45c72815a1fa2a305021f8cc1fee980fa72bd8b7bc5e13ec3daa79c0942c85ad","1614563921",2021-03-01 01:58:41,Buy,585.008819791623, DAI, 640.076913425135, HOPR,0.91396644,DAI per HOPR,Uniswap v2
"0xd39ca561fc8e540d19597e6010d2ef094a47d60bd826d467697b3b228e14c908","1614564147",2021-03-01 02:02:27,Buy,15000, DAI, 16397.3321076113, HOPR,0.91478296,DAI per HOPR,Uniswap v2
"0x7ccd317c3ed5011d38c76d54027c427858c98163fdbb9bb6e1be13f84db8137b","1614564178",2021-03-01 02:02:58,Buy,0.21401446, ETH, 339.917993298441, HOPR,0.00062961,ETH per HOPR,Uniswap v2
"0xa2ee914935dc7ee32f59b8816cfff15f2c167def0c3e729e9e3c18c00e7d82f0","1614564196",2021-03-01 02:03:16,Buy,1972.64474416721, DAI, 2154.30616529365, HOPR,0.91567521,DAI per HOPR,Uniswap v2
"0x9cde39410862b01d04cbdf208f81479531c4293086aa07fd3b8d7d18ddf0a044","1614564281",2021-03-01 02:04:41,Buy,918.784913454872, DAI, 1003.22962632585, HOPR,0.91582713,DAI per HOPR,Uniswap v2
"0xc0ec0bc66181e20be0d343d28d8734fa9f9591a0d92b52f9761b9f2f97eddbdd","1614564413",2021-03-01 02:06:53,Buy,4948.8662019851, DAI, 5401.89639064504, HOPR,0.91613497,DAI per HOPR,Uniswap v2
"0x30d94d1cc3dc1b9b9f38172901dcb0b90a1456e45f9e6f4085a885526f79ffda","1614564434",2021-03-01 02:07:14,Sell,15992, HOPR, 14555.0234853567, DAI,0.91014404,DAI per HOPR,Uniswap v2
"0x2520169ccaf3515528e775800d4f65e10dd6c0f8de0a29564ca0a74e2801a632","1614564917",2021-03-01 02:15:17,Sell,1979.52625, HOPR, 1799.95780278026, DAI,0.90928716,DAI per HOPR,Uniswap v2
"0x3e3437775a0d86031a573814e3bd28d017f5e75a740095dfc451b8e67e579872","1614565130",2021-03-01 02:18:50,Buy,46096.2897071935, DAI, 50263.7426404505, HOPR,0.91708829,DAI per HOPR,Uniswap v2
"0x771dd4cff42f33c46dad68c26185aef0c1aed05f05f2bb2aa74a30ca5ce11e7d","1614565227",2021-03-01 02:20:27,Sell,3998, HOPR, 3653.44192449971, DAI,0.91381739,DAI per HOPR,Uniswap v2
"0x8639406642d2ddc9960313694886affd4827b2bedfeb6aa2e5f01211c3df7119","1614565335",2021-03-01 02:22:15,Sell,3681.11452842065, HOPR, 3362.51170662793, DAI,0.91344936,DAI per HOPR,Uniswap v2
"0xa1b9a41ea7ce1f8dd334c0e299ae364625237942af3584a5794c08aaa2ab93cf","1614565667",2021-03-01 02:27:47,Buy,13492.2057765461, DAI, 14673.6438195237, HOPR,0.91948571,DAI per HOPR,Uniswap v2
"0xd18d1807a25c2c33fa99f59a983099206ba4c0506d27a70de05b2cd55b10e522","1614565731",2021-03-01 02:28:51,Buy,1044.95724302558, DAI, 1135.51222229923, HOPR,0.92025187,DAI per HOPR,Uniswap v2
"0x2e7a0dd1b1836d2a978f092275c5f608833788ceee85060c4f3f073176f9bbbe","1614566108",2021-03-01 02:35:08,Buy,0.4, ETH, 626.812298488747, HOPR,0.00063815,ETH per HOPR,Uniswap v2
"0x05f9a14987bc62e93708151830383f044d17a8a6f621643f51acdf1756114411","1614566112",2021-03-01 02:35:12,Buy,0.33, ETH, 508.943344586491, HOPR,0.00064840,ETH per HOPR,Uniswap v2
"0x7764c3361706abe5c866a5581dcd41ffd5b0f7f1685678053a960f799c4033fd","1614566112",2021-03-01 02:35:12,Buy,1558.94343898124, DAI, 1693.78775677805, HOPR,0.92038889,DAI per HOPR,Uniswap v2
"0xa008d958233322787d7bb2f2ae1529a66a001f3458623d6bfaf1c9406cac71d5","1614566630",2021-03-01 02:43:50,Buy,132.01283489, DAI, 143.417693214008, HOPR,0.92047802,DAI per HOPR,Uniswap v2
"0x3f999e0544b12084889d027bd8bfecc22c8a59f9406d237526486e3eb1c039c6","1614566704",2021-03-01 02:45:04,Buy,1446.04777859166, DAI, 1570.83320413708, HOPR,0.92056100,DAI per HOPR,Uniswap v2
"0x3da56a9e4dcf2e51a822d5fbc21a9211b7d5fe58fde354c88c8d8a62bf6768eb","1614566921",2021-03-01 02:48:41,Buy,100987.021010344, DAI, 109063.611489014, HOPR,0.92594606,DAI per HOPR,Uniswap v2
"0x3f1c9eaaf4224be6d4f6516845293da8b3507da7adfd1722acb0feb6ab3a1377","1614567071",2021-03-01 02:51:11,Buy,51022.6687180539, DAI, 54628.1692472153, HOPR,0.93399924,DAI per HOPR,Uniswap v2
"0xeccdeeb101fcec9d25c354ea57915c5c1804656162554c11c420f56689996724","1614567190",2021-03-01 02:53:10,Sell,150, HOPR, 0.0971693873590723, ETH,0.00064780,ETH per HOPR,Uniswap v2
"0xef0fd1e627c2cf3cd35e214304a7a2699c4642bbe3bffe3a2bc2501b596b624d","1614567321",2021-03-01 02:55:21,Buy,207.82083493, DAI, 221.859218877307, HOPR,0.93672391,DAI per HOPR,Uniswap v2
"0x213a63eab29d39cdf6a87a2047d553ef88cd410ff62c42139a9d94bd6a3279b8","1614567335",2021-03-01 02:55:35,Buy,0.032539059635367, ETH, 50, HOPR,0.00065078,ETH per HOPR,Uniswap v2
"0xd739edd32c3a114ba77959a659f801f62e3b9dcf85b1cfba0b8ff72c29bb71c1","1614567344",2021-03-01 02:55:44,Buy,1189.40534653606, DAI, 1269.649705939, HOPR,0.93679803,DAI per HOPR,Uniswap v2
"0x784a7e106f2870e631202224a95f9f2dd78347a27bf134f6312bdc4c4c13e093","1614567393",2021-03-01 02:56:33,Buy,14226.0634091045, DAI, 15172.5951194813, HOPR,0.93761570,DAI per HOPR,Uniswap v2
"0x4e388788c53278d867373d3433d69b86e2a3996095b6a144ebb3aed9571368e9","1614567635",2021-03-01 03:00:35,Buy,39608.9766554979, DAI, 42115.9213463152, HOPR,0.94047513,DAI per HOPR,Uniswap v2
"0x818bf9bd3e8b3ba7887ae5c83da3bfae360d96f6f38185e207e6e5a1dd48c310","1614567728",2021-03-01 03:02:08,Buy,776.445660282409, DAI, 823.701736684243, HOPR,0.94262963,DAI per HOPR,Uniswap v2
"0x80c0485359f7337a8a732efa73fbc4fd6a293b53af8ee81ec7781b5424164a94","1614567766",2021-03-01 03:02:46,Buy,2518.02911598909, DAI, 2670.78465527023, HOPR,0.94280500,DAI per HOPR,Uniswap v2
"0x270e4adecf6d547df7b6ab551759982b3156d36f4d22f3299dacba947149ace2","1614567766",2021-03-01 03:02:46,Buy,53095.6907685354, DAI, 56140.5214451862, HOPR,0.94576412,DAI per HOPR,Uniswap v2
"0xa958366c715e5c3257a173b6d18dcfe7726c271f797d3561d1a2b3bc14c2b6d9","1614567932",2021-03-01 03:05:32,Buy,2156.10354608463, DAI, 2272.64258094927, HOPR,0.94872091,DAI per HOPR,Uniswap v2
"0x3bdfd8959e219887c3124d9055f478aa3ba266921c3bfd3a3fa12fca94459407","1614568027",2021-03-01 03:07:07,Buy,13806.8264204057, DAI, 14540.0344824473, HOPR,0.94957316,DAI per HOPR,Uniswap v2
"0x71923f219edfe0a603ed1da4fb28b905bbd0518c4922bbca85fb2072032cf086","1614568043",2021-03-01 03:07:23,Buy,1296.29656720155, DAI, 1363.97422703706, HOPR,0.95038201,DAI per HOPR,Uniswap v2
"0xb01f33962cdbd501a8224bc5e49ddd67f6a103f8a3ee5e84a807a8d3b48d3cf3","1614568045",2021-03-01 03:07:25,Buy,28951.4082535258, DAI, 30411.2127138915, HOPR,0.95199782,DAI per HOPR,Uniswap v2
"0x57b7544da5eebab29ce840eeada68affe9d817abb7f0548aa9e1c41eeece881c","1614568192",2021-03-01 03:09:52,Buy,6927.24979933846, DAI, 7261.86212704351, HOPR,0.95392197,DAI per HOPR,Uniswap v2
"0x8bc66de92a236483bc48a5acabfdc74c94fe986004954d5b327790fc3285450b","1614568369",2021-03-01 03:12:49,Buy,1000, DAI, 1047.83651439671, HOPR,0.95434735,DAI per HOPR,Uniswap v2
"0x4d909ec800e7fa54282f983d45523a0a5e21aa62e739ec48a694fd78b1557a64","1614568412",2021-03-01 03:13:32,Buy,1933.75154342373, DAI, 2025.92180002275, HOPR,0.95450453,DAI per HOPR,Uniswap v2
"0xf043047ce95e2d09f6443bfd12b91e328f9c2465ac3dfc1331f57767d414357a","1614568902",2021-03-01 03:21:42,Buy,2155.09046828433, DAI, 2257.29227273889, HOPR,0.95472372,DAI per HOPR,Uniswap v2
"0x94a6556673a7d6dcb5a5fc07356aef34d023a80ba6a6f6dab9a64ae1f1973e76","1614569049",2021-03-01 03:24:09,Buy,1753.4374098255, DAI, 1836.18834353982, HOPR,0.95493331,DAI per HOPR,Uniswap v2
"0x65d807d5336ef53ccd7bb1256201976bb5c51208260886292f86c07571f606c3","1614569145",2021-03-01 03:25:45,Buy,9735.45070566156, DAI, 10188.3353168497, HOPR,0.95554871,DAI per HOPR,Uniswap v2
"0xff0176888e266b1a206d87b9d7628ebcad38056f9840d460345caabbcbe51148","1614569162",2021-03-01 03:26:02,Buy,0.4, ETH, 608.936957972604, HOPR,0.00065688,ETH per HOPR,Uniswap v2
"0x6abb944f250c42b4b6cd508859d102b04c17fae2f1ee683d3c863e25e8ee210e","1614569224",2021-03-01 03:27:04,Buy,33064.2415875682, DAI, 34519.4772080719, HOPR,0.95784306,DAI per HOPR,Uniswap v2
"0x8db5e915c075a10f81b181ba0ded4850c6458f25a115e696f9a2a8d076d38b9c","1614569224",2021-03-01 03:27:04,Buy,92170.4157334081, DAI, 95556, HOPR,0.96456963,DAI per HOPR,Uniswap v2
"0x5f1449062ba1d72d4306581d51956b09ca914f5afb10bbdc75228722599da41c","1614569224",2021-03-01 03:27:04,Sell,34519.4772080719, HOPR, 33206.4326107398, DAI,0.96196221,DAI per HOPR,Uniswap v2
"0xe8b2a28a8d78cf5ce73bf80b07079b14cd590e7f7b07f82550ad41ee7c817ac5","1614569343",2021-03-01 03:29:03,Buy,15676.7835118616, DAI, 16215.0352541352, HOPR,0.96680539,DAI per HOPR,Uniswap v2
"0xc67799f4dd870b1bc42cfad102cc1896249c7789b07dfb9c1cb25699b4cd1928","1614569437",2021-03-01 03:30:37,Buy,14344.6513008905, DAI, 14812.338044046, HOPR,0.96842587,DAI per HOPR,Uniswap v2
"0xd29c51f0b76127c7a8d5f583db133beebe61e91a7fb7a76ce77c07f0dea6564b","1614569472",2021-03-01 03:31:12,Buy,0.2, ETH, 300.555568323395, HOPR,0.00066543,ETH per HOPR,Uniswap v2
"0x5a8c862111fff23a2f1399127f970f4c1ee5b844df8e11e3770a4e8dc8aa569d","1614569472",2021-03-01 03:31:12,Buy,6158.67260534303, DAI, 6352.19833814659, HOPR,0.96953405,DAI per HOPR,Uniswap v2
